agricultrendspricechangeregression.country,agricultrendspricechangeregression.crop,agricultrendspricechangeregression.coefficient,agricultrendspricechangeregression.intercept
Nicaragua,Vegetables fresh nes,-1.0738834906677971E-5,1.3503231804018307E-4
Fiji,Bananas,2.1353895883841996E-5,3.279053476411223E-4
Turkey,Eggplants aubergines,2.5344293815552264E-5,9.93051907070719E-4
Honduras,Oranges,-2.4462864433587456E-5,1.4825284082846304E-4
Jamaica,Beans dry,1.925666202145017E-5,2.0940082586798012E-4
Germany,Gooseberries,-1.5101652710647289E-5,1.249263262328156E-4
Congo,Coconuts,9.749516261094693E-7,2.3519157012709305E-5
India,Groundnuts with shell,-1.5041290318503333E-5,1.785950281878969E-4
China,Tea,4.679866911478162E-4,4.621654572135913E-4
Egypt,Dates,-9.269856590370355E-6,5.824800851155294E-5
Ecuador,Sesame seed,2.237943076831474E-5,3.9036099633405787E-4
El Salvador,Cabbages and other brassicas,-4.1023378054633555E-5,2.0074092462984454E-4
Senegal,Cashew nuts with shell,3.4607322671268464E-5,2.076021331202399E-4
Morocco,Cauliflowers and broccoli,6.5015608677078775E-6,1.8923291141658347E-5
Egypt,Garlic,-1.0974579436071593E-5,3.0063705974570315E-4
Japan,Oats,-4.127741716587956E-6,4.7133854684324524E-4
Nepal,Buckwheat,3.1479550558816354E-6,2.3585653092414857E-5
Argentina,Onions dry,1.4192615217803539E-6,8.948572463692665E-5
Hungary,Potatoes,-5.571764782719185E-5,2.6105695190657946E-4
Switzerland,Lettuce and chicory,-2.1848484705422383E-5,4.3860418359774355E-4
Kyrgyzstan,Fruit fresh nes,1.2802453524566877E-4,2.0177719528586386E-4
Costa Rica,Yams,-4.7646845811327346E-5,3.50438675934223E-4
Philippines,Agave fibres nes,2.676475506201849E-6,2.234522815616857E-4
Algeria,Almonds with shell,-2.9004793435984678E-5,1.3241715821928928E-4
Australia,Lemons and limes,-2.3879135683573124E-5,1.566572468421578E-4
Algeria,Grapes,3.6541664150510193E-6,-1.7068321192859544E-5
Myanmar,Coconuts,1.168342472560247E-5,3.4369553719239065E-4
Philippines,Cucumbers and gherkins,-2.162259172779557E-6,1.4977114224615866E-4
Lao People's Democratic Republic,Tobacco unmanufactured,1.1178210641851154E-5,1.5777633317054095E-4
Republic of Korea,Peaches and nectarines,1.7651833405136816E-4,8.152073727156778E-4
Tajikistan,Plums and sloes,1.4009518874892382E-5,2.4057923967450855E-4
Saint Vincent and the Grenadines,Yams,-3.710734690593073E-5,1.6596493569048587E-4
Malawi,Soybeans,1.8851935768015023E-5,9.582030820747412E-5
Ethiopia,Maize,2.2275801277116043E-6,1.5715073611221984E-4
Bhutan,Wheat,-3.0748364493185964E-5,7.048728333860025E-5
Guinea,Sweet potatoes,1.1541019982028548E-4,2.2217722201936806E-4
Egypt,Flax fibre and tow,-6.406973170001442E-5,2.6587273987552684E-4
Nepal,Mustard seed,-2.5983477787563615E-6,2.099598056426195E-4
Ethiopia,Onions dry,1.058519117861913E-5,1.4063377179227433E-4
Burkina Faso,Potatoes,-5.4217501128892526E-5,2.4151995813202382E-4
Syrian Arab Republic,Almonds with shell,-1.922604775076191E-5,2.745913698113712E-4
Viet Nam,Mangoes mangosteens guavas,7.543714797621558E-6,4.83283543873639E-5
Poland,Triticale,-7.315163549331348E-5,4.7254046257703367E-4
Saudi Arabia,Cabbages and other brassicas,4.763973205290811E-5,6.621442021446097E-5
Jordan,Groundnuts with shell,-8.149652747290064E-6,9.890600238197228E-6
Lithuania,Spinach,5.36180599798868E-5,3.0079846224388365E-4
Czechia,Rapeseed,-7.924845548191694E-7,5.630985711876428E-5
Bangladesh,Soybeans,-6.82969154286681E-5,1.7836164616364547E-4
Cyprus,Carobs,1.478882772908722E-5,4.462360033824089E-4
Kazakhstan,Barley,3.7715725434919736E-5,4.4239764930526523E-4
Bosnia and Herzegovina,Sunflower seed,-1.1114605393609533E-5,4.312179686619678E-5
China,Fruit stone nes,7.814499138847714E-6,1.574102056169811E-4
Morocco,Onions dry,-8.706078449304917E-5,2.758784182099752E-4
Slovenia,Oats,4.78714096012789E-6,6.701152730060967E-5
Brunei Darussalam,Vegetables leguminous nes,1.0202689581930573E-6,-9.041623726440546E-6
Madagascar,Lentils,4.650004275947236E-9,5.785641720597419E-7
Timor-Leste,Tomatoes,1.869164623936873E-6,1.7034085157764334E-5
Madagascar,Apples,1.8685599595157085E-5,1.7599137985838844E-4
Cyprus,Fruit fresh nes,-3.4023047959295095E-6,1.2668708508639255E-4
United Kingdom of Great Britain and Northern Ireland,Hops,1.3585969937693816E-5,1.7195494808005615E-4
Congo,Oranges,8.760779282575162E-7,1.487951297822845E-4
Barbados,Chillies and peppers green,2.9455732661175844E-5,3.1880861899227045E-5
Cambodia,Oranges,2.0140312761720765E-6,2.7032643191307426E-5
India,Soybeans,3.5323516761992166E-5,9.473376850554573E-5
North Macedonia,Sunflower seed,-1.026498955002151E-4,4.130644574955554E-4
Iran (Islamic Republic of),Rice paddy,7.88941070127655E-6,9.842641284510471E-5
Oman,Papayas,3.4770689086612114E-8,3.307502260512801E-8
Ecuador,Plantains and others,-9.437032479721555E-5,6.004553230663578E-4
Hungary,Mustard seed,-9.86298657173227E-6,1.2933333461844187E-4
Morocco,Fruit stone nes,1.3039909919015371E-6,-6.8631104836923E-6
Belize,Mangoes mangosteens guavas,0.0,0.0
Benin,Cassava,-8.925717721419445E-6,7.042579735231177E-5
Burkina Faso,Fonio,-6.401342282458139E-5,2.0345038532296772E-4
United Kingdom of Great Britain and Northern Ireland,Carrots and turnips,1.154890105666052E-4,1.0254470675655274E-4
Bosnia and Herzegovina,Cabbages and other brassicas,-2.5557774341892056E-5,2.2720093570675404E-5
Algeria,Triticale,2.839640221005677E-5,8.950072711085421E-5
United Kingdom of Great Britain and Northern Ireland,Lettuce and chicory,-7.835891342065915E-6,1.1357187635408223E-4
Norway,Carrots and turnips,-1.934660823825449E-5,1.358707114940742E-4
Estonia,Cabbages and other brassicas,-6.3410688012320124E-6,1.0842947537353619E-4
Venezuela (Bolivarian Republic of),Melons other inc.cantaloupes,-4.726525033699509E-6,9.257602830517139E-5
Fiji,Okra,-5.664066910588613E-9,6.69271387372412E-5
United States of America,Rapeseed,-1.2846826803662714E-4,1.4182310239483774E-4
Saint Lucia,Watermelons,1.2085362906425574E-6,4.405223222138339E-6
India,Linseed,-1.5145582065845494E-5,1.7298444406732796E-4
Germany,Strawberries,-1.3330683265476625E-5,7.127905904582519E-6
Israel,Cucumbers and gherkins,5.1124452845162336E-5,8.488628798570434E-4
Qatar,Maize,5.735255099551957E-6,3.2242292956478555E-5
Sweden,Apples,4.2064989402527687E-4,6.679182343455032E-4
Germany,Vetches,-5.863299034776762E-5,7.72864182817934E-5
Argentina,Tea,5.434804844460682E-6,1.0723819555595559E-4
Jamaica,Eggplants aubergines,9.562291463721041E-5,4.6416311474178657E-4
Egypt,Rice paddy,1.1340016623177694E-5,2.5671925172806903E-4
Mexico,Groundnuts with shell,1.9388070120261864E-6,5.704778434115991E-4
Uruguay,Quinces,5.812694623015949E-7,3.7472808907474113E-4
Mexico,Cassava,6.190652539197354E-4,6.114863354531143E-4
Thailand,Tomatoes,7.470705305595122E-5,2.808253136327466E-4
Bangladesh,Sesame seed,-2.1580297466794818E-5,2.8360616189623963E-4
Pakistan,Grapes,1.0217607616152656E-5,2.1467207230215307E-4
Timor-Leste,Rice paddy,-1.4635420130875683E-6,-2.289805972428297E-6
Denmark,Cherries,3.195287240878662E-7,-3.1280999939966935E-6
Lithuania,Mushrooms and truffles,-1.5261066426445946E-5,3.689966250078015E-6
Nigeria,Cashew nuts with shell,3.7822635743437325E-7,1.2714536544554075E-4
Mauritius,Fibre crops nes,-2.3127184239425766E-5,1.3232613729887392E-4
Turkey,Tea,3.6598562205740794E-5,9.014543625890682E-4
Mexico,Sesame seed,-4.854220041021598E-5,8.253890110459968E-5
Albania,Rye,3.527051523627366E-6,9.942134659138288E-8
Azerbaijan,Barley,2.5860248762670276E-5,9.101549612345301E-5
Pakistan,Apples,7.696905228605518E-6,6.560390510696954E-4
South Africa,Carrots and turnips,4.202193211934985E-5,1.2687350655626197E-4
Kenya,Oats,-2.09027695250711E-5,9.487565456953118E-5
Ecuador,Plums and sloes,7.068796950274761E-5,2.4865060499286597E-4
Peru,Barley,3.680533570898607E-6,6.146248183496687E-4
Chile,Sugar beet,-6.784657058452247E-5,5.721462205476184E-4
Panama,Sorghum,-1.0513047588005892E-5,2.1790844474771703E-5
South Africa,Beans dry,-1.0554872452488448E-4,1.263768291767001E-4
Brazil,Linseed,-1.360814085340622E-5,1.6825345285355253E-4
Suriname,Watermelons,-2.5695213868493238E-5,1.4577012268139302E-4
Qatar,Lettuce and chicory,4.613641875118167E-6,8.409527835935958E-5
Colombia,Pears,1.7408512428314377E-6,5.3153920412020435E-5
Romania,Hops,1.5745663014489947E-4,3.332686952958152E-4
Bosnia and Herzegovina,Cherries sour,5.625125580523868E-7,3.0153444737490356E-5
Sierra Leone,Cassava,4.08232321438144E-7,1.1317786893520262E-5
South Africa,Castor oil seed,2.7359643348039227E-5,3.23937164194604E-4
Nigeria,Sesame seed,-5.7224681102532345E-5,1.0110735310587315E-4
Ghana,Onions dry,5.009154325145464E-5,1.4375740751146934E-4
Spain,Rapeseed,2.932327442898104E-6,2.0942129218294865E-4
Brazil,Maize,3.1807165059477154E-4,2.0306815640782385E-4
Niger,Groundnuts with shell,-2.838089466687821E-5,1.5234927633003158E-4
Bhutan,Chillies and peppers dry,-4.8598036855064625E-5,2.864985503969367E-4
China,Lemons and limes,-4.900179102285867E-6,3.237232933321428E-5
Algeria,Tobacco unmanufactured,-4.887993466698277E-6,1.0143525583282645E-4
Eritrea,Lentils,-4.857967643204763E-5,4.92356339650182E-4
Ecuador,Oranges,-1.041048093310033E-4,6.314711350820242E-4
Belize,Grapefruit inc. pomelos,-6.877906622753447E-6,9.419438262751152E-5
Czechia,Cucumbers and gherkins,-4.869665024310204E-6,2.1728611860060174E-4
Mozambique,Sesame seed,6.821021587527104E-6,2.409146884896401E-4
Hungary,Barley,-4.139516850459794E-5,2.0611169532856098E-4
Ghana,Cashew nuts with shell,-5.908416384721577E-6,3.2492411110327516E-5
Pakistan,Plums and sloes,-5.3759254736078414E-8,-6.5079786118821E-7
Switzerland,Cherries,-1.0146298119727279E-4,7.201374126398214E-5
Vanuatu,Fruit tropical fresh nes,3.8095000530315717E-7,2.2978451260581337E-5
Algeria,Wheat,5.0009750346070706E-5,2.892898808503979E-4
Algeria,Rice paddy,-2.1846027642459912E-5,2.086113341153764E-4
Cameroon,Wheat,5.524986739826213E-6,-4.184160926619176E-6
Syrian Arab Republic,Watermelons,2.1470040883999636E-5,5.9722549625006066E-5
Syrian Arab Republic,Cauliflowers and broccoli,2.7939318428570697E-5,1.4094918906527472E-4
Cameroon,Millet,4.474600060409452E-6,7.333451333621075E-5
Denmark,Apples,1.0436541848930084E-4,2.5495081606099985E-4
Cuba,Bananas,1.4981596544140245E-5,2.06123152643574E-4
Iran (Islamic Republic of),Cucumbers and gherkins,2.3529272572341838E-5,1.85668740818472E-4
Chad,Onions dry,1.2725440690478264E-6,2.819965489654989E-5
Russian Federation,Wheat,2.697416136906423E-6,4.096389344010875E-4
Australia,Carrots and turnips,7.4047000710342705E-6,1.5308687937359416E-4
Slovakia,Tobacco unmanufactured,2.1810084775550952E-5,-7.942842590261063E-6
South Africa,Sunflower seed,-9.31655452185457E-6,3.046889821501395E-4
Algeria,Vegetables leguminous nes,-2.1321617046970656E-5,1.933077093220577E-4
Latvia,Onions dry,9.648903080656419E-6,8.855204582209956E-5
Colombia,Melons other inc.cantaloupes,4.5502461131940764E-5,3.086591676338237E-4
Canada,Cucumbers and gherkins,-8.758361855289161E-6,9.386008021898332E-5
Malawi,Seed cotton,6.8159789069427705E-6,1.2142923702792525E-4
Mozambique,Mangoes mangosteens guavas,-2.550005493849768E-6,2.1303241206938986E-4
Chile,Linseed,-3.331814051690426E-5,4.4324672975441375E-4
Congo,Avocados,-1.6913736647940568E-7,1.4373330177756282E-4
Paraguay,Sorghum,1.1851635267529362E-6,1.49601036962709E-5
Yemen,Cucumbers and gherkins,4.253205491882689E-6,1.2115991598383359E-4
Croatia,Sorghum,4.915249955143714E-6,7.711883591745757E-5
Saint Lucia,Taro cocoyam,1.4510364860561961E-5,1.0593127588707845E-4
Argentina,Sunflower seed,-9.536249606405616E-5,2.4325780962434977E-4
Mali,Pulses nes,4.979143619540358E-6,1.1450752419821688E-4
Syrian Arab Republic,Chick peas,-1.542917348127675E-4,4.180132577268074E-4
Poland,Plums and sloes,9.629171460939561E-6,4.803603052309453E-4
Malawi,Maize,1.6644593865134774E-5,1.4640583530008805E-4
Colombia,Tobacco unmanufactured,2.4177209183896144E-6,2.4955050871367185E-4
Morocco,Onions shallots green,1.1811637364032137E-5,1.865119088448372E-4
Brazil,Oranges,1.0461823519003247E-6,3.673929229539672E-4
Algeria,Apricots,2.5227004557360285E-5,1.286753335873007E-4
Pakistan,Chillies and peppers dry,3.603780890484426E-6,7.075570012429676E-5
Kenya,Cabbages and other brassicas,-6.0662146491020435E-6,8.472396784165721E-5
Madagascar,Beans dry,-2.5391735088399994E-6,2.944417960357372E-4
Argentina,Pumpkins squash and gourds,4.3716797097518815E-5,4.0792700083675356E-4
Chile,Rice paddy,-7.228268952617706E-5,5.086449496107581E-4
Syrian Arab Republic,Grapes,-7.45637141356188E-5,5.524177292526708E-4
Mozambique,Sugar cane,2.2538739732259005E-5,2.949978795872321E-4
Bhutan,Cauliflowers and broccoli,3.5218755395814733E-6,1.8907090790145348E-4
Italy,Lettuce and chicory,2.1931772266672436E-5,1.307979365902058E-4
Thailand,Fibre crops nes,4.727896294659051E-7,3.2358987599390783E-4
Brazil,Lemons and limes,1.6136485811376847E-5,2.0835970229494169E-4
Latvia,Quinces,-1.8968346629733842E-4,6.143842740447748E-5
Mexico,Grapefruit inc. pomelos,2.139551631637896E-6,1.8940681045632803E-4
Uruguay,Pears,9.016699305813492E-6,1.0118153168616884E-5
Greece,Chestnut,-1.4373005333200642E-5,1.2348307305625887E-4
Brunei Darussalam,Cassava,4.2573560226669194E-5,7.489168280761138E-6
United States of America,Soybeans,-4.001329689875507E-5,1.280344604989103E-4
Thailand,Cassava,-8.384308323385873E-5,2.226298456047482E-4
Belize,Groundnuts with shell,3.9650211904860675E-6,-9.669086762764274E-6
United States of America,Wheat,-6.0897874160033125E-6,1.4056011337874313E-4
Turkey,Dates,3.2782736165066114E-5,3.2540663063615607E-4
South Africa,Lemons and limes,5.197777306309436E-5,3.5419524955644405E-4
Saudi Arabia,Fruit citrus nes,-1.6204210435201117E-6,4.873966337316944E-5
Togo,Bambara beans,-1.1319698733544024E-5,5.2778710498048465E-5
Hungary,Sunflower seed,9.755155270337695E-5,2.1476779757182292E-4
Malaysia,Oil palm fruit,2.400452051958671E-5,1.2536602241152301E-4
China,Cauliflowers and broccoli,-8.488867845829633E-6,1.929866230727801E-5
Belize,Beans dry,3.815128103960173E-6,9.719874222826725E-5
Turkey,Potatoes,3.016411324324162E-5,9.400606954588631E-4
Cuba,Rice paddy,2.160211793303152E-5,3.5052631010997235E-4
Republic of Korea,Sesame seed,-4.284929745590178E-5,3.0542862661789874E-4
Italy,Groundnuts with shell,-6.882938266521987E-6,1.4001303931260938E-4
Sierra Leone,Maize,-1.5030453048855726E-6,5.977966666733603E-6
C�te d'Ivoire,Soybeans,5.7611118574248904E-5,2.1315434175189844E-4
Canada,Peaches and nectarines,-3.729283618601734E-5,1.5573200000764244E-4
Mexico,Vegetables leguminous nes,1.2553030246017632E-5,7.04686261205505E-4
France,Chestnut,-6.815029284421864E-6,1.6123424423499086E-4
South Africa,Watermelons,-7.919271281727901E-5,3.194595750069579E-4
Israel,Carobs,-3.150020782919971E-5,7.403887368854698E-4
Peru,Groundnuts with shell,1.629931217220488E-5,5.457607715309253E-4
Myanmar,Cereals nes,-8.36744434745705E-6,8.862334616328029E-5
Republic of Korea,Tangerines mandarins clementines satsumas,-4.804689100457627E-6,3.044676775241138E-5
North Macedonia,Cabbages and other brassicas,-2.060953055446542E-6,4.036501845785848E-6
New Zealand,Sweet potatoes,3.944746122185013E-5,1.2768271498862514E-4
Lithuania,Barley,6.289578217440395E-7,1.7557014359097413E-4
Turkey,Poppy seed,-1.7013371519468196E-5,4.3068547050618207E-4
Ukraine,Onions shallots green,-7.71839844788466E-6,6.78506363936018E-5
Estonia,Rye,6.771332681997526E-5,1.083577578342098E-4
Paraguay,Sugar cane,-1.8777436048428728E-6,3.380793601495247E-4
Ireland,Tomatoes,1.6482339842987443E-5,1.3201207676750493E-4
Pakistan,Potatoes,3.455060310138374E-5,2.8319635317014443E-4
Myanmar,Rubber natural,3.095154165800083E-5,8.068066839836359E-5
Kenya,Pulses nes,-1.3938435817679462E-6,1.477978254450482E-4
Argentina,Strawberries,1.45838113553371E-6,2.9684686256572665E-5
Saudi Arabia,Cucumbers and gherkins,-7.766161931510383E-7,7.538235185467086E-7
Guyana,Roots and tubers nes,7.492374065317687E-6,4.76528336593249E-5
Jamaica,Mangoes mangosteens guavas,2.4803714013295825E-5,-7.88127107684008E-6
Bulgaria,Garlic,-4.954379750954158E-5,2.3764988180093036E-4
Lebanon,Lentils,3.0304854121026994E-5,1.2176239818495305E-4
Timor-Leste,Pineapples,0.0,5.110227029490353E-5
Italy,Hazelnuts with shell,9.157677779313616E-6,1.6638539579123243E-4
Nigeria,Chillies and peppers green,1.578446439995875E-5,5.172506375377026E-4
Congo,Vegetables fresh nes,1.1256487097190611E-5,8.659834206609186E-5
Costa Rica,Cauliflowers and broccoli,3.5612483021834206E-8,4.089357822853249E-6
Trinidad and Tobago,Bananas,3.4262045570804713E-6,-1.2497516495087294E-6
Algeria,Watermelons,3.208300067299136E-5,5.891885439304935E-5
South Africa,Peas dry,-1.8277547962237205E-5,2.411044240139166E-4
India,Rapeseed,1.1558417994818128E-7,1.5179791292309388E-4
Myanmar,Groundnuts with shell,9.808016073695351E-6,4.526632065945228E-4
Spain,Hops,1.3464677601783453E-5,9.511977083276598E-5
Tunisia,Almonds with shell,1.6857608011373272E-5,2.171406381418404E-4
Azerbaijan,Chestnut,7.241333581510773E-6,7.405207202772794E-5
Namibia,Roots and tubers nes,1.2989433618652052E-6,1.5226753816152626E-4
Jordan,Lemons and limes,7.704325014378779E-5,2.324003999514036E-4
Latvia,Lettuce and chicory,1.0622297120282187E-4,7.892572643302863E-5
Philippines,Tobacco unmanufactured,4.450058275776365E-6,2.503447471597628E-4
Syrian Arab Republic,Beans green,-7.001156017979084E-6,2.347989009448088E-4
Indonesia,Castor oil seed,5.713857498132684E-5,1.432308976021614E-4
Norway,Potatoes,-2.1994082848249243E-5,1.2992603019067284E-4
Cyprus,Potatoes,-5.9152174781118505E-5,2.5866347717411843E-4
Jordan,Vegetables fresh nes,6.044171638628605E-5,1.8185463203516827E-4
Uruguay,Tangerines mandarins clementines satsumas,4.169290962660042E-6,4.986495103406259E-5
Egypt,Oranges,1.4349970572622788E-5,1.2067338271090026E-4
Finland,Onions dry,-4.845964762716132E-5,0.001098476349098868
Australia,Vetches,9.186043680173756E-6,2.2092630627499067E-4
Switzerland,Lupins,-3.6595998860743914E-6,-4.8586151903988125E-6
Greece,Lemons and limes,9.130148296811432E-7,1.683613515247223E-4
Bolivia (Plurinational State of),Peas dry,-7.861944302369927E-6,1.318917654789625E-4
Ukraine,Apricots,0.0010500647454919358,3.537730855585909E-4
Azerbaijan,Tangerines mandarins clementines satsumas,6.189835556871273E-6,5.5960043979309004E-5
Azerbaijan,Plums and sloes,-1.100647832932075E-5,4.9575190758287684E-5
Portugal,Figs,-3.560465607504279E-5,3.952509052666913E-4
Thailand,Bastfibres other,-3.7219579467961985E-6,5.817191579880486E-4
Honduras,Potatoes,-3.990566288941922E-5,2.1793272135039595E-4
Hungary,Melons other inc.cantaloupes,-1.0631623071031422E-4,3.2193621071188077E-4
Peru,Plantains and others,-6.034766306264782E-6,7.224707993090888E-4
Nigeria,Karite nuts sheanuts,2.3262818120399296E-5,2.641334601861614E-4
Cabo Verde,Pumpkins squash and gourds,6.706426217291746E-7,1.5007723746726274E-5
Poland,Peaches and nectarines,-4.4378698922815064E-5,1.9176632283733733E-5
Honduras,Sesame seed,-2.3866434102766853E-6,9.86343575499544E-5
Portugal,Lettuce and chicory,1.1002698100238165E-6,3.002583022545148E-5
South Africa,Bananas,1.1614394561259997E-4,8.423152774359376E-4
Tunisia,Strawberries,3.65874830530034E-5,2.1091234200455044E-4
Iraq,Lettuce and chicory,8.045960129311768E-6,6.8954041271765E-5
Nigeria,Maize green,-2.800062016442506E-7,1.743857243507811E-5
Seychelles,Bananas,2.2652530516060015E-6,4.447760381875759E-5
Argentina,Lupins,-3.369659879611916E-5,3.1153711922822345E-4
Germany,Broad beans horse beans dry,3.592645864606787E-6,3.273092677984124E-4
Romania,Oats,2.46854764431526E-6,6.251108399689718E-5
Venezuela (Bolivarian Republic of),Cassava,-1.5484411791849165E-5,2.1183463937820318E-4
Germany,Pulses nes,-1.7105275560324324E-4,0.0010187282322307437
South Africa,Oilseeds nes,3.7837051831715315E-6,1.428221469013072E-4
