agricultrendsyieldheatmap.crop,agricultrendsyieldheatmap.roundprecipitation,agricultrendsyieldheatmap.roundtemperature,agricultrendsyieldheatmap.yieldsum,agricultrendsyieldheatmap.yieldrecordnum,agricultrendsyieldheatmap.yieldavg
Beans dry,80,28,24327.0,3,8109.0
Berries nes,120,9,178244.0,2,89122.0
Maize green,70,17,32900.0,2,16450.0
Tomatoes,270,24,177639.0,3,59213.0
Pulses Total,70,18,9658.0,1,9658.0
Tobacco unmanufactured,80,9,12446.0,1,12446.0
Rice paddy,90,15,60906.0,1,60906.0
Sorghum,240,26,13349.0,1,13349.0
Kiwi fruit,160,11,110381.0,1,110381.0
Soybeans,130,6,54085.0,2,27042.5
Leeks other alliaceous vegetables,10,19,138543.0,2,69271.5
Treenuts Total,30,27,11648.0,2,5824.0
Sorghum,60,26,5862.0,1,5862.0
Agave fibres nes,180,22,35296.0,2,17648.0
Coconuts,70,25,28804.0,1,28804.0
Chillies and peppers dry,50,16,38763.0,1,38763.0
Ramie,170,23,35103.0,1,35103.0
Peaches and nectarines,110,24,57143.0,1,57143.0
Melons other inc.cantaloupes,200,21,104358.0,1,104358.0
Plantains and others,120,21,104103.0,1,104103.0
Almonds with shell,100,7,10000.0,1,10000.0
Vegetables leguminous nes,320,25,77795.0,1,77795.0
Seed cotton,140,20,21111.0,1,21111.0
Sesame seed,50,18,5000.0,1,5000.0
Currants,150,9,45000.0,1,45000.0
Mangoes mangosteens guavas,230,27,361093.0,1,361093.0
Vetches,40,7,240023.0,18,13334.611111111111
Soybeans,140,22,56604.0,5,11320.8
Persimmons,30,20,256581.0,2,128290.5
Oats,80,12,279275.0,14,19948.214285714286
Millet,110,11,82019.0,8,10252.375
Oats,50,24,152942.0,16,9558.875
Pears,60,25,500239.0,4,125059.75
Avocados,50,21,1944228.0,24,81009.5
Oilcrops,60,22,91300.0,11,8300.0
Oranges,20,17,2917080.0,23,126829.56521739131
Sunflower seed,20,19,508421.0,52,9777.326923076924
Pulses Total,10,24,389705.0,27,14433.518518518518
Cucumbers and gherkins,170,24,2462031.0,15,164135.4
Seed cotton,190,25,285105.0,22,12959.318181818182
Walnuts with shell,150,25,144781.0,9,16086.777777777777
Cabbages and other brassicas,30,-5,1728223.0,7,246889.0
Vegetables fresh nes,30,-5,1541343.0,7,220191.85714285713
Maize,80,24,345964.0,27,12813.481481481482
Apricots,0,23,3008537.0,40,75213.425
Triticale,50,10,525098.0,15,35006.53333333333
Oranges,10,17,2984699.0,29,102920.6551724138
Beans dry,200,25,175918.0,26,6766.076923076923
Millet,80,22,340962.0,40,8524.05
Lettuce and chicory,40,6,6481194.0,31,209070.7741935484
Peaches and nectarines,40,6,1383325.0,30,46110.833333333336
Sugar beet,180,21,120756.0,2,60378.0
Cocoa beans,220,23,55809.0,13,4293.0
Sorghum,150,23,41518.0,4,10379.5
Mangoes mangosteens guavas,90,23,2122013.0,27,78593.07407407407
Millet,170,22,77519.0,15,5167.933333333333
Dates,120,20,277568.0,7,39652.57142857143
Cassava,100,18,1630313.0,15,108687.53333333334
Millet,30,18,160483.0,24,6686.791666666667
Onions dry,30,18,8351348.0,50,167026.96
Pulses Total,80,28,33177.0,6,5529.5
Chillies and peppers green,180,26,1294067.0,21,61622.23809523809
Berries nes,40,14,830056.0,15,55337.066666666666
Cereals Total,180,23,241435.0,18,13413.055555555555
Tobacco unmanufactured,180,23,144324.0,11,13120.363636363636
Roots and Tubers Total,10,18,6954561.0,37,187961.1081081081
Onions shallots green,130,22,321887.0,8,40235.875
Onions dry,170,28,176349.0,5,35269.8
Pulses nes,40,22,20451.0,3,6817.0
Onions dry,190,26,1118110.0,13,86008.46153846153
Chick peas,210,25,35314.0,5,7062.8
Oats,70,6,200774.0,12,16731.166666666668
Canary seed,20,17,91539.0,17,5384.64705882353
Oilcrops Cake Equivalent,40,21,162460.0,30,5415.333333333333
Grapes,40,21,2569234.0,25,102769.36
Cauliflowers and broccoli,230,25,533196.0,5,106639.2
Cherries,60,13,571907.0,9,63545.22222222222
Oilcrops,60,13,906343.0,9,100704.77777777778
Oilcrops,100,21,200465.0,17,11792.058823529413
Vetches,50,7,356302.0,27,13196.37037037037
Beans dry,190,24,136267.0,19,7171.9473684210525
Vetches,10,21,203488.0,25,8139.52
Oilcrops Oil Equivalent,80,26,173860.0,21,8279.047619047618
Citrus Fruit Total,80,26,572378.0,12,47698.166666666664
Fruit tropical fresh nes,100,22,351954.0,10,35195.4
Blueberries,40,6,84951.0,3,28317.0
Bastfibres other,120,22,89267.0,11,8115.181818181818
Fibre Crops Primary,30,19,89531.0,13,6887.0
Vegetables Primary,110,13,381233.0,4,95308.25
Fruit fresh nes,310,24,68600.0,1,68600.0
Roots and tubers nes,50,11,186042.0,3,62014.0
Cereals Total,110,22,299783.0,13,23060.23076923077
Chillies and peppers green,230,24,2204921.0,18,122495.61111111111
Beans dry,240,25,115388.0,17,6787.529411764706
Rye,20,16,12952.0,2,6476.0
Vegetables Primary,90,18,858502.0,12,71541.83333333333
Oilcrops,10,23,351621.0,21,16743.85714285714
Wheat,100,7,370875.0,8,46359.375
Sesame seed,90,20,52803.0,8,6600.375
Oilcrops,100,8,415570.0,14,29683.571428571428
Triticale,50,14,199281.0,8,24910.125
Treenuts Total,110,12,66966.0,3,22322.0
Cereals Rice Milled Eqv,0,21,368388.0,32,11512.125
Cereals Total,60,14,175966.0,6,29327.666666666668
Millet,80,21,218948.0,35,6255.657142857143
Strawberries,90,22,53857.0,1,53857.0
Yams,70,19,33333.0,1,33333.0
Oilcrops,20,14,96361.0,8,12045.125
Sorghum,30,19,220869.0,10,22086.9
Nuts nes,220,26,85777.0,10,8577.7
Watermelons,10,20,5709301.0,36,158591.69444444444
Pulses nes,10,20,343755.0,39,8814.23076923077
Linseed,60,15,22790.0,7,3255.714285714286
Pulses nes,60,15,76168.0,8,9521.0
Ginger,130,25,556796.0,14,39771.142857142855
Peas dry,50,13,223636.0,25,8945.44
Lemons and limes,220,27,61000.0,1,61000.0
Pulses nes,220,27,20419.0,1,20419.0
Jute,140,19,128506.0,8,16063.25
Bastfibres other,140,26,198701.0,15,13246.733333333334
Avocados,80,20,675816.0,10,67581.6
Carrots and turnips,70,16,964506.0,3,321502.0
Rice paddy,60,6,185242.0,4,46310.5
Bananas,150,21,841143.0,4,210285.75
Apples,40,17,2208272.0,11,200752.0
Oilcrops Cake Equivalent,240,24,4743059.0,18,263503.27777777775
Pulses Total,30,28,63446.0,8,7930.75
Pears,30,15,768786.0,5,153757.2
Vegetables leguminous nes,10,24,403333.0,3,134444.33333333334
Fruit Primary,40,4,187173.0,4,46793.25
Strawberries,120,25,134984.0,1,134984.0
Sugar cane,20,12,3901001.0,19,205315.84210526315
Grain mixed,90,9,61321.0,2,30660.5
Fruit tropical fresh nes,180,24,847887.0,10,84788.7
Fruit fresh nes,340,26,114410.0,2,57205.0
Tangerines mandarins clementines satsumas,50,8,602416.0,6,100402.66666666667
Lentils,240,24,23187.0,7,3312.4285714285716
Oilcrops,40,-1,35884.0,3,11961.333333333334
Seed cotton,150,27,212183.0,13,16321.76923076923
Apricots,60,21,1222780.0,22,55580.90909090909
Maize green,30,10,611973.0,8,76496.625
Rubber natural,120,23,48980.0,13,3767.6923076923076
Raspberries,40,3,42643.0,3,14214.333333333334
Rice paddy,10,15,105480.0,7,15068.57142857143
Citrus Fruit Total,20,12,1642016.0,21,78191.23809523809
Cloves,150,27,27045.0,7,3863.5714285714284
Cucumbers and gherkins,20,5,598808.0,4,149702.0
Okra,60,12,82278.0,1,82278.0
Roots and tubers nes,30,27,190164.0,2,95082.0
Vegetables fresh nes,10,-2,556943.0,6,92823.83333333333
Roots and tubers nes,160,22,224831.0,4,56207.75
Roots and Tubers Total,30,3,1377308.0,8,172163.5
Oil palm fruit,290,24,141304.0,1,141304.0
Beans dry,70,25,20671.0,3,6890.333333333333
Plums and sloes,100,13,160943.0,2,80471.5
Sorghum,100,17,152852.0,7,21836.0
Roots and Tubers Total,30,1,931283.0,6,155213.83333333334
Blueberries,80,10,42222.0,1,42222.0
Sorghum,120,19,214154.0,8,26769.25
Sugar beet,90,5,1395492.0,3,465164.0
Pepper piper spp.,110,24,7531.0,3,2510.3333333333335
Watermelons,80,5,867509.0,6,144584.83333333334
Beans dry,120,21,5226.0,1,5226.0
Fruit citrus nes,230,26,355259.0,7,50751.28571428572
Grain mixed,150,7,55416.0,1,55416.0
Fruit fresh nes,260,24,226953.0,3,75651.0
Vegetables Primary,250,28,301852.0,4,75463.0
Oilcrops Cake Equivalent,320,25,1388.0,1,1388.0
Rubber natural,200,21,14286.0,1,14286.0
Quinces,100,5,38462.0,1,38462.0
Eggplants aubergines,40,5,598966.0,5,119793.2
Bananas,160,10,86957.0,1,86957.0
Sorghum,110,10,36215.0,3,12071.666666666666
Strawberries,240,25,1453314.0,6,242219.0
Beans dry,80,25,16176.0,4,4044.0
Fruit fresh nes,40,28,94230.0,2,47115.0
Treenuts Total,20,4,16599.0,2,8299.5
Citrus Fruit Total,200,22,60515.0,1,60515.0
Potatoes,300,22,211465.0,4,52866.25
Groundnuts with shell,130,21,26096.0,3,8698.666666666666
Coffee green,300,25,37556.0,3,12518.666666666666
Yautia cocoyam,130,24,285438.0,4,71359.5
Tangerines mandarins clementines satsumas,100,20,354518.0,4,88629.5
Strawberries,50,18,136364.0,1,136364.0
Pumpkins squash and gourds,50,18,223881.0,1,223881.0
Chillies and peppers dry,0,24,59729.0,2,29864.5
Apples,0,24,306072.0,2,153036.0
Oil palm fruit,130,27,601956.0,7,85993.71428571429
Currants,130,12,20261.0,1,20261.0
Fruit citrus nes,120,27,276460.0,4,69115.0
Broad beans horse beans dry,0,20,4688.0,1,4688.0
Lemons and limes,100,28,63647.0,1,63647.0
Berries nes,130,9,91389.0,2,45694.5
Peas green,130,9,57707.0,2,28853.5
Fruit Primary,60,17,115133.0,1,115133.0
Coffee green,270,22,32145.0,3,10715.0
Wheat,70,2,43806.0,1,43806.0
Oilcrops Oil Equivalent,70,29,5283.0,2,2641.5
Fibre Crops Primary,50,1,20054.0,2,10027.0
Cocoa beans,310,27,4341.0,2,2170.5
Asparagus,110,26,120714.0,2,60357.0
Jute,220,24,46616.0,3,15538.666666666666
Beans dry,50,1,92582.0,5,18516.4
Flax fibre and tow,70,8,84121.0,2,42060.5
Maize green,150,11,204972.0,2,102486.0
Fruit Primary,70,14,77205.0,2,38602.5
Tobacco unmanufactured,70,14,38218.0,2,19109.0
Artichokes,50,20,33452.0,1,33452.0
Beans dry,100,14,1412.0,1,1412.0
Apricots,20,2,136643.0,4,34160.75
Maize green,220,27,5263.0,1,5263.0
Lemons and limes,170,22,76179.0,2,38089.5
Oil palm fruit,170,22,236897.0,2,118448.5
Fruit citrus nes,160,27,80000.0,1,80000.0
Spices nes,240,23,5115.0,1,5115.0
Bananas,70,29,232728.0,1,232728.0
Sugar cane,80,12,770186.0,2,385093.0
Strawberries,100,16,180043.0,1,180043.0
Peaches and nectarines,210,22,44035.0,1,44035.0
Oilcrops Oil Equivalent,430,27,6500.0,1,6500.0
Buckwheat,160,25,10768.0,1,10768.0
Leeks other alliaceous vegetables,140,26,90578.0,1,90578.0
Pulses Total,10,25,12482.0,1,12482.0
Sweet potatoes,30,16,153846.0,1,153846.0
Cereals Total,140,13,21604.0,1,21604.0
Linseed,10,13,49032.0,14,3502.285714285714
Cereals nes,50,6,116887.0,6,19481.166666666668
Coarse Grain Total,80,21,502035.0,48,10459.0625
Oilcrops Oil Equivalent,30,-7,76043.0,17,4473.117647058823
Sugar beet,50,8,2.5803568E7,57,452694.1754385965
Millet,110,26,171665.0,27,6357.962962962963
Oilcrops,120,26,4243128.0,47,90279.31914893616
Vanilla,220,26,20505.0,7,2929.285714285714
Cauliflowers and broccoli,20,19,1.1086534E7,61,181746.45901639343
Persimmons,70,12,3260899.0,17,191817.58823529413
Apricots,70,12,2026489.0,25,81059.56
Cucumbers and gherkins,70,12,6298718.0,25,251948.72
Mushrooms and truffles,60,10,1.72048408E8,8,2.1506051E7
Oilcrops,140,10,388863.0,21,18517.285714285714
Cereals nes,0,28,455416.0,7,65059.42857142857
Figs,0,28,328059.0,10,32805.9
Almonds with shell,40,11,412857.0,28,14744.892857142857
Lemons and limes,50,6,5972083.0,27,221188.25925925927
Vegetables Primary,250,23,827418.0,6,137903.0
Beans green,80,6,619202.0,5,123840.4
Seed cotton,250,25,101061.0,9,11229.0
Sugar cane,0,22,2.9468169E7,32,920880.28125
Oilcrops,20,27,434724.0,52,8360.076923076924
Linseed,20,27,27405.0,11,2491.3636363636365
Sugar cane,140,26,2.4180582E7,48,503762.125
Roots and tubers nes,200,24,1861605.0,31,60051.77419354839
Cucumbers and gherkins,40,9,9955115.0,44,226252.61363636365
Pepper piper spp.,270,25,186994.0,10,18699.4
Watermelons,270,25,2335628.0,12,194635.66666666666
Chicory roots,70,10,6640278.0,21,316203.71428571426
Cocoa beans,260,25,183604.0,43,4269.860465116279
Beans dry,90,22,245358.0,36,6815.5
Sunflower seed,40,22,38536.0,4,9634.0
Spices nes,50,23,62346.0,9,6927.333333333333
Peas green,80,23,1404016.0,18,78000.88888888889
Oilcrops Cake Equivalent,0,18,51435.0,19,2707.1052631578946
Pears,40,24,635566.0,8,79445.75
Watermelons,130,12,2319259.0,7,331322.71428571426
Cabbages and other brassicas,20,29,1435328.0,8,179416.0
Rye,120,19,59437.0,7,8491.0
Sugar cane,20,14,1863921.0,8,232990.125
Onions dry,120,25,3148078.0,39,80719.94871794872
Pulses Total,130,27,155233.0,18,8624.055555555555
Fonio,140,27,40002.0,5,8000.4
Ginger,160,23,213182.0,2,106591.0
Cocoa beans,140,23,20505.0,5,4101.0
Groundnuts with shell,150,25,788763.0,62,12721.983870967742
Pistachios,50,12,84096.0,6,14016.0
Chillies and peppers green,30,-9,391277.0,4,97819.25
Sugar cane,110,24,1.8449555E7,44,419308.0681818182
Yams,100,26,3207240.0,38,84401.05263157895
Sweet potatoes,60,13,1500773.0,9,166752.55555555556
Oilcrops Oil Equivalent,60,13,86278.0,9,9586.444444444445
Vegetables leguminous nes,140,9,179887.0,4,44971.75
Citrus Fruit Total,90,17,668784.0,5,133756.8
Lupins,130,19,75092.0,8,9386.5
Garlic,80,6,1004884.0,11,91353.09090909091
Soybeans,60,28,155531.0,13,11963.923076923076
Groundnuts with shell,60,28,266610.0,36,7405.833333333333
Papayas,280,25,2146984.0,5,429396.8
Pulses nes,60,21,187673.0,19,9877.526315789473
Sugar cane,50,28,2.0634228E7,21,982582.2857142857
Sorghum,150,26,203869.0,16,12741.8125
Barley,150,26,58081.0,3,19360.333333333332
Hops,40,12,52574.0,3,17524.666666666668
Barley,20,5,50567.0,4,12641.75
Tobacco unmanufactured,10,24,520060.0,27,19261.48148148148
Peas dry,230,26,44733.0,6,7455.5
Maize green,120,22,132631.0,2,66315.5
Coconuts,50,24,554423.0,16,34651.4375
Eggplants aubergines,70,6,798702.0,8,99837.75
Cauliflowers and broccoli,10,17,2284765.0,11,207705.9090909091
Peas dry,120,25,73457.0,8,9182.125
Pears,70,16,355668.0,3,118556.0
Garlic,10,27,1525486.0,14,108963.28571428571
Pistachios,0,18,102186.0,8,12773.25
Vegetables fresh nes,120,12,1622118.0,11,147465.27272727274
Fibre crops nes,150,24,621053.0,11,56459.36363636364
Roots and tubers nes,120,20,387792.0,8,48474.0
Oilseeds nes,270,27,10884.0,3,3628.0
Jute,170,11,177617.0,5,35523.4
Chicory roots,50,14,2723037.0,9,302559.6666666667
Cereals nes,80,13,39272.0,1,39272.0
Treenuts Total,100,26,82117.0,20,4105.85
Citrus Fruit Total,120,23,2621273.0,23,113968.39130434782
Fruit fresh nes,10,6,56432.0,4,14108.0
Vegetables fresh nes,90,1,1323990.0,6,220665.0
Nuts nes,20,20,630361.0,31,20334.225806451614
Plums and sloes,150,26,114058.0,3,38019.333333333336
Bananas,170,22,1381810.0,6,230301.66666666666
Grapes,110,26,419595.0,4,104898.75
Vanilla,90,21,10000.0,4,2500.0
Oilseeds nes,140,25,3000.0,1,3000.0
Broad beans horse beans dry,140,21,43309.0,8,5413.625
Raspberries,110,10,180506.0,3,60168.666666666664
Fonio,140,25,66657.0,7,9522.42857142857
Eggplants aubergines,80,11,2549652.0,13,196127.07692307694
Roots and Tubers Total,110,17,373840.0,6,62306.666666666664
Watermelons,240,27,196000.0,1,196000.0
Cereals Rice Milled Eqv,90,18,177391.0,12,14782.583333333334
Cauliflowers and broccoli,130,26,1428305.0,17,84017.94117647059
Beans dry,60,21,158637.0,25,6345.48
Carrots and turnips,270,25,579151.0,3,193050.33333333334
Roots and tubers nes,50,22,476040.0,5,95208.0
Rye,50,14,412237.0,30,13741.233333333334
Fruit Primary,170,28,744179.0,5,148835.8
Oats,30,22,138045.0,9,15338.333333333334
Vanilla,130,25,19622.0,8,2452.75
Lupins,80,13,13235.0,1,13235.0
Rice paddy,180,23,217015.0,11,19728.636363636364
Rubber natural,100,26,247637.0,22,11256.227272727272
Cereals Rice Milled Eqv,100,6,472396.0,10,47239.6
Oilcrops Cake Equivalent,130,4,10965.0,1,10965.0
Coconuts,30,25,31053.0,1,31053.0
Pulses nes,40,25,4076.0,1,4076.0
Tangerines mandarins clementines satsumas,110,23,285519.0,4,71379.75
Pears,30,9,331762.0,4,82940.5
Cashew nuts with shell,90,21,11333.0,3,3777.6666666666665
Barley,90,24,131156.0,7,18736.571428571428
Chick peas,100,14,3740.0,1,3740.0
Coarse Grain Total,20,2,110297.0,4,27574.25
Fibre Crops Primary,250,26,98834.0,7,14119.142857142857
Canary seed,30,-9,11042.0,1,11042.0
Oilcrops Cake Equivalent,10,0,21686.0,3,7228.666666666667
Vegetables fresh nes,100,10,1230234.0,8,153779.25
Watermelons,90,10,1009038.0,5,201807.6
Sugar beet,30,19,1896493.0,4,474123.25
Coconuts,150,23,654096.0,16,40881.0
Maize,60,29,41599.0,3,13866.333333333334
Dates,70,21,48375.0,1,48375.0
Ramie,250,26,11471.0,2,5735.5
Fruit Primary,70,1,1121383.0,3,373794.3333333333
Peas dry,170,21,24652.0,5,4930.4
Cauliflowers and broccoli,170,21,597852.0,5,119570.4
Pulses nes,240,23,4500.0,1,4500.0
Potatoes,90,3,248625.0,2,124312.5
Tea,100,26,9297.0,1,9297.0
Lettuce and chicory,70,23,164965.0,3,54988.333333333336
Oats,110,4,47765.0,1,47765.0
Spices nes,160,27,95572.0,3,31857.333333333332
Nutmeg mace and cardamoms,210,24,11803.0,3,3934.3333333333335
Cabbages and other brassicas,90,12,389923.0,2,194961.5
Peaches and nectarines,10,25,26479.0,1,26479.0
Maize,20,11,14257.0,1,14257.0
Eggplants aubergines,110,12,491500.0,3,163833.33333333334
Berries nes,140,21,103231.0,3,34410.333333333336
Roots and Tubers Total,70,17,114090.0,2,57045.0
Avocados,260,28,277819.0,1,277819.0
Plantains and others,240,26,196930.0,3,65643.33333333333
Seed cotton,180,21,25069.0,2,12534.5
Coarse Grain Total,140,28,10000.0,1,10000.0
Okra,40,22,80854.0,1,80854.0
Treenuts Total,270,24,5335.0,1,5335.0
Chestnut,80,9,14528.0,1,14528.0
Dates,60,12,212238.0,1,212238.0
Bananas,210,27,159249.0,3,53083.0
Grapes,130,6,213114.0,2,106557.0
Cashew nuts with shell,50,27,2703.0,1,2703.0
Spices nes,60,15,6875.0,1,6875.0
Maize green,300,25,3499.0,1,3499.0
Pineapples,170,11,333333.0,1,333333.0
Spices nes,90,11,7500.0,1,7500.0
Grapes,120,21,55857.0,1,55857.0
Linseed,130,12,4400.0,1,4400.0
Coconuts,100,11,20048.0,1,20048.0
Tomatoes,180,28,155844.0,1,155844.0
Cauliflowers and broccoli,20,10,100000.0,1,100000.0
Castor oil seed,50,17,6250.0,1,6250.0
Plantains and others,200,22,98321.0,1,98321.0
Kola nuts,140,25,3785.0,1,3785.0
Barley,150,9,30085.0,1,30085.0
Bananas,230,25,9294592.0,34,273370.35294117645
Pears,0,22,5737685.0,79,72628.92405063291
Sugar cane,50,24,1.3693431E7,17,805495.9411764706
Dates,0,25,4892017.0,80,61150.2125
Sunflower seed,60,22,45929.0,10,4592.9
Maize,50,28,271745.0,24,11322.708333333334
Vegetables leguminous nes,20,17,2244989.0,36,62360.805555555555
Lemons and limes,130,26,1073720.0,24,44738.333333333336
Oilcrops Cake Equivalent,190,25,1.0008575E7,50,200171.5
Oilcrops Oil Equivalent,230,26,172631.0,20,8631.55
Watermelons,30,-5,805200.0,7,115028.57142857143
Vegetables leguminous nes,50,8,2221989.0,32,69437.15625
Sugar cane,90,27,1.0012726E7,36,278131.27777777775
Vegetables fresh nes,50,14,5571426.0,31,179723.4193548387
Grain mixed,50,14,251753.0,19,13250.157894736842
Pumpkins squash and gourds,240,26,1796289.0,11,163299.0
Vegetables leguminous nes,90,10,83153.0,2,41576.5
Dates,10,17,1163075.0,31,37518.54838709677
Pineapples,150,26,3713135.0,25,148525.4
Ginger,20,19,23160.0,6,3860.0
Groundnuts with shell,180,25,434233.0,38,11427.184210526315
Oilcrops Oil Equivalent,110,25,293559.0,61,4812.44262295082
Cow peas dry,50,7,354030.0,24,14751.25
Oats,10,11,46429.0,4,11607.25
Rapeseed,10,11,32595.0,4,8148.75
Apricots,10,11,174291.0,4,43572.75
Sunflower seed,60,8,452144.0,26,17390.153846153848
Pumpkins squash and gourds,220,24,2307277.0,20,115363.85
Watermelons,180,21,181791.0,2,90895.5
Beans dry,220,23,64562.0,9,7173.555555555556
Pulses Total,150,23,121752.0,18,6764.0
Grapes,90,23,2827952.0,25,113118.08
Cereals Total,120,20,205448.0,9,22827.555555555555
Eggplants aubergines,110,25,1621327.0,15,108088.46666666666
Cereals Rice Milled Eqv,100,12,360564.0,15,24037.6
Maize,140,5,49376.0,1,49376.0
Soybeans,120,11,121049.0,9,13449.888888888889
Beans dry,160,26,233458.0,21,11117.047619047618
Beans dry,120,27,118690.0,14,8477.857142857143
Fibre Crops Primary,120,27,76778.0,17,4516.35294117647
Apricots,10,18,2039992.0,32,63749.75
Vegetables fresh nes,10,18,5304644.0,37,143368.75675675675
Pears,60,21,1382280.0,22,62830.90909090909
Papayas,160,26,2676514.0,12,223042.83333333334
Onions dry,40,15,2823711.0,13,217208.53846153847
Vanilla,240,26,20467.0,8,2558.375
Fruit Primary,40,12,820638.0,12,68386.5
Oilcrops Oil Equivalent,90,22,66546.0,39,1706.3076923076924
Okra,280,26,147027.0,4,36756.75
Cereals Rice Milled Eqv,10,27,328008.0,54,6074.222222222223
Wheat,80,4,5867.0,1,5867.0
Rice paddy,40,19,109789.0,3,36596.333333333336
Castor oil seed,70,21,63322.0,18,3517.8888888888887
Fruit Primary,80,20,1134772.0,14,81055.14285714286
Vegetables Primary,120,25,4972601.0,67,74217.92537313433
Apples,130,24,158640.0,3,52880.0
Carrots and turnips,30,10,1868421.0,18,103801.16666666667
Vegetables Primary,90,3,908452.0,2,454226.0
Leeks other alliaceous vegetables,60,13,2104972.0,9,233885.77777777778
Treenuts Total,280,25,90019.0,10,9001.9
Soybeans,100,21,77053.0,8,9631.625
Pumpkins squash and gourds,0,19,3078560.0,19,162029.47368421053
Chestnut,140,10,22558.0,2,11279.0
Sweet potatoes,20,29,1271680.0,9,141297.77777777778
Groundnuts with shell,20,29,85974.0,9,9552.666666666666
Peaches and nectarines,30,19,2077082.0,22,94412.81818181818
Pears,30,19,2616282.0,22,118921.90909090909
Rapeseed,160,10,36307.0,2,18153.5
Fruit Primary,160,10,392028.0,2,196014.0
Cabbages and other brassicas,60,16,1786765.0,7,255252.14285714287
Potatoes,60,16,1190768.0,7,170109.7142857143
Beans green,180,26,1115638.0,19,58717.78947368421
Plantains and others,190,20,53808.0,1,53808.0
Fruit citrus nes,210,23,528481.0,6,88080.16666666667
Citrus Fruit Total,140,23,1346839.0,22,61219.954545454544
